,pos,win
50607,"[[6862,4677],[2548,8534],[6358,11546]]",0
50608,"[[3788,8113],[4805,8622]]",0
50609,"[[6130,5064]]",1
50610,"[[6685,4807],[3508,7997],[3969,6140],[7040,5155]]",1
50611,"[[7091,5267],[3718,8075],[3791,6480],[7115,5241]]",1
50612,"[[9326,5861]]",1
50613,"[[7032,5044],[1131,11325]]",0
50614,"[[4906,9208],[2269,8583],[1877,1318]]",1
50615,"[[8397,2381],[11538,8135],[3522,7822]]",1
50616,"[[8819,2477],[2783,5391]]",1
50617,"[[7176,5196],[7933,2253],[3334,8370]]",0
50618,"[[7148,4975],[2762,7998],[11850,3897]]",0
50619,"[[8278,2475],[4832,9099],[3314,7872],[4087,6126]]",1
50620,"[[8453,2534],[11693,6537],[3294,8172]]",0
50621,"[[8414,2582],[4220,10152],[3856,10616]]",1
50622,"[[7622,5060],[11175,5741]]",0
50623,"[[4140,6076],[4879,9404],[8555,6126]]",1
50624,"[[3730,8251],[4796,7291]]",0
50625,"[[6568,4829],[3561,6638],[1548,11014]]",1
50626,"[[3759,8146],[3821,10103]]",1
50627,"[[4916,8738]]",0
50628,"[[8050,2197],[5515,9415]]",1
50629,"[[8472,2724],[11324,6929],[3210,6909]]",0
50630,"[[7104,5316],[8736,5639]]",1
50631,"[[5017,5789]]",0
50632,"[[6158,9651]]",1
50633,"[[7342,3569],[7463,5048]]",0
50634,"[[8236,2392],[11414,7065],[4039,2595]]",1
50635,"[[4771,9435],[6900,3951]]",0
50636,"[[3808,6539],[7680,7874]]",1
50637,"[[5860,5228]]",1
50638,"[[6653,11521],[5234,8938]]",0
50639,"[[5578,1717]]",0
50640,"[[8258,2643],[7813,10791],[5814,10610]]",0
50641,"[[8319,2448],[6241,8313]]",1
50642,"[[8587,6319]]",1
50643,"[[11441,4338]]",0
50644,"[[4918,5798]]",0
50645,"[[3624,8010],[5761,8827]]",1
50646,"[[7095,7700],[4169,9572]]",0
50647,"[[5638,8492]]",1
50648,"[[1664,2850]]",0
50649,"[[8371,2542],[3277,11608]]",0
50650,"[[9833,5543],[3129,11881]]",0
50651,"[[8699,2438],[7268,8967],[3553,9923]]",1
50652,"[[3564,7961],[7840,9534],[6374,5858]]",1
50653,"[[4243,7177]]",0
50654,"[[9137,2486]]",1
50655,"[[11809,6992],[6702,4834]]",0
50656,"[[3822,7900],[3447,8965]]",0
50657,"[[10348,4854],[4778,7374]]",0
50658,"[[8083,5330]]",0
50659,"[[3627,6561],[4597,5922]]",1
50660,"[[8885,5481]]",1
50661,"[[8462,2216],[12613,3039]]",1
50662,"[[8449,2291],[2593,3905]]",0
50663,"[[7964,2342],[11143,5392]]",0
50664,"[[7079,5245],[4036,9734],[6754,9670]]",0
50665,"[[11122,6591],[2269,9141]]",0
50666,"[[9133,2601]]",1
50667,"[[7933,2352],[5038,7862]]",0
50668,"[[12007,3099]]",1
50669,"[[8550,2394],[4221,9384],[3019,9194]]",1
50670,"[[3772,6278],[5506,8858]]",0
50671,"[[5586,9025]]",0
50672,"[[4780,8361]]",0
50673,"[[3868,6312],[440,491],[2542,1503]]",0
50674,"[[6821,9489]]",0
50675,"[[4800,8739]]",1
50676,"[[8346,2686],[3979,10127],[10266,5130]]",0
50677,"[[8290,2286],[11399,6351],[8356,5316]]",1
50678,"[[8314,2284],[6811,8269]]",1
50679,"[[3682,8317],[7165,4922],[8177,2013]]",0
50680,"[[7938,2282],[4095,9659],[2303,10034]]",1
50681,"[[3454,7835],[5260,9574]]",0
50682,"[[8639,2587],[8452,6088]]",0
50683,"[[8350,2644],[7669,5654]]",1
50684,"[[4999,9062]]",0
50685,"[[3216,6830],[3914,9718],[7296,2714]]",0
50686,"[[3643,8420],[3477,13538]]",1
50687,"[[6768,5090],[2302,8532],[6047,10474]]",1
50688,"[[7104,5291],[4065,9589],[3696,6471],[8178,2289]]",1
50689,"[[8521,2560],[4194,9434],[1901,11393]]",0
50690,"[[10359,5113],[3855,7775],[6146,5068]]",1
50691,"[[7994,2314],[11282,6739],[3266,8193]]",1
50692,"[[8466,2356],[4018,9724],[4130,5827],[12501,2709]]",1
50693,"[[6424,4906],[3923,9393],[3444,2520]]",1
50694,"[[10500,7487]]",1
50695,"[[8010,2284],[1868,3415]]",1
50696,"[[4478,7502]]",0
50697,"[[6428,9565]]",0
50698,"[[5162,9206]]",0
50699,"[[4410,11786]]",0
50700,"[[8251,2442],[6738,4892],[1708,3093]]",0
50701,"[[6993,4809],[2419,8442],[11154,6357]]",1
50702,"[[5965,12415],[5701,9136]]",0
50703,"[[6651,4779],[2414,8357],[8452,2451],[6670,4800]]",1
50704,"[[10598,5489],[4456,12651]]",0
50705,"[[8617,2674],[13609,3167]]",0
50706,"[[8390,2476],[11463,4083]]",1
50707,"[[9501,5675]]",0
50708,"[[6584,4794],[3547,8363],[8022,7868]]",0
50709,"[[8683,2376],[2005,3642]]",1
50710,"[[10766,5125],[3517,7868],[3819,10756]]",0
50711,"[[8363,2570],[10922,8156],[13216,2240]]",1
50712,"[[8434,2276],[9746,5676]]",1
50713,"[[8536,2438],[7081,7917],[7143,9583]]",0
50714,"[[6904,5282],[2709,8195],[6332,8606]]",0
50715,"[[3771,7832],[3620,11134]]",0
50716,"[[8359,2391],[3877,6442],[3737,9868]]",0
50717,"[[10829,4906],[4038,9576],[3623,8302]]",0
50718,"[[3713,6505],[3699,8072],[6233,12068]]",0
50719,"[[8683,2447],[5236,9533]]",1
50720,"[[3650,6351],[5095,964]]",0
50721,"[[8515,2475],[12004,6700],[3883,6420]]",1
50722,"[[4352,6811]]",0
50723,"[[5607,5409]]",0
50724,"[[9091,2180],[11983,3180]]",1
50725,"[[4649,6671]]",1
50726,"[[7554,3115],[3226,7270],[2710,8212]]",0
50727,"[[5471,8871]]",1
50728,"[[8270,2296],[11206,6432],[6161,2116]]",0
50729,"[[3599,7676],[6360,11142]]",1
50730,"[[3692,7985],[2698,8152],[7166,9263]]",0
50731,"[[7046,5434],[8904,5758]]",1
50732,"[[3603,6563],[6712,9192]]",1
50733,"[[8391,2785],[1502,2620]]",1
50734,"[[9553,5573]]",0
50735,"[[7210,3952],[394,461]]",0
50736,"[[6757,8267]]",1
50737,"[[8296,2563],[11217,4812]]",0
50738,"[[3302,7934],[7313,11706],[6000,6820]]",0
50739,"[[11541,4441]]",1
50740,"[[6962,4987],[2941,7626],[3702,6461],[6986,5343]]",0
50741,"[[6884,5195],[3016,7500],[3520,6718],[6789,12528]]",1
50742,"[[7465,5127],[11408,5827]]",1
50743,"[[11794,2619]]",1
50744,"[[8250,7864]]",0
50745,"[[6857,4756],[4154,9513],[6607,12548]]",0
50746,"[[11581,7118],[3062,7507],[9113,5753]]",1
50747,"[[4953,8372]]",0
50748,"[[8544,3608]]",0
50749,"[[3511,6732],[3839,6251]]",0
50750,"[[7700,7493],[3290,7769],[7226,1686]]",0
50751,"[[3440,6782],[3321,8420],[3799,2108]]",0
50752,"[[3575,9011]]",0
50753,"[[7048,5201],[3316,7738],[3497,10910]]",0
50754,"[[8171,2489],[9916,7400]]",0
50755,"[[6577,4830],[4120,9562],[4124,12456]]",0
50756,"[[9013,2451],[10313,3251]]",0
50757,"[[8918,2345],[3326,7131]]",0
50758,"[[11093,7033],[7189,5166]]",1
50759,"[[8515,2477],[13466,3336]]",1
50760,"[[3514,9065]]",0
50761,"[[8714,2525],[11184,4484]]",0
50762,"[[12219,3375]]",1
50763,"[[4876,8856]]",1
50764,"[[4698,9181],[3382,8622]]",0
50765,"[[7050,5226],[5179,7765]]",1
50766,"[[11003,5507],[4277,7217]]",0
50767,"[[9293,7038]]",1
50768,"[[6988,5178],[394,461],[3576,12944]]",0
50769,"[[8445,2616],[3622,8212],[3074,7161]]",0
50770,"[[5220,9183]]",1
50771,"[[3780,6488],[2989,11630]]",1
50772,"[[10704,5343],[2881,8133]]",0
50773,"[[8377,2561],[8051,7236]]",0
50774,"[[8090,2256],[13210,2044],[3637,8020]]",0
50775,"[[7311,5064],[3462,9942]]",1
50776,"[[7714,5022],[4640,7733]]",0
50777,"[[5433,5611]]",0
50778,"[[7027,11196],[3686,6359]]",0
50779,"[[4773,6169]]",1
50780,"[[4876,2887]]",1
50781,"[[8625,2661],[3539,6658],[5314,12413]]",0
50782,"[[4793,6801]]",1
50783,"[[3741,6211],[7483,4832],[2652,6029]]",1
50784,"[[8187,2266],[4763,7764]]",1
50785,"[[11100,8408],[11452,6372]]",0
50786,"[[3581,8118],[3651,6517],[2592,13581]]",1
50787,"[[7842,5105]]",1
50788,"[[8412,2477],[3862,11149]]",1
50789,"[[4732,9611],[6388,8552]]",0
50790,"[[10028,5446],[4158,9602],[5869,8879]]",1
50791,"[[3450,6775],[2832,8055],[7452,5080]]",0
50792,"[[7695,5230],[8482,2630],[3650,6506]]",0
50793,"[[3342,6976],[5893,10061]]",1
50794,"[[11712,5937]]",0
50795,"[[8627,2139],[3506,7131]]",1
50796,"[[10780,5265],[9796,6947]]",1
50797,"[[3402,8341],[3257,6959],[2657,13616]]",1
50798,"[[7049,5173],[3648,8056],[7239,9832]]",1
50799,"[[7570,5189],[396,462],[396,462]]",0
50800,"[[4817,7962]]",0
50801,"[[8821,2438],[4214,9635],[4760,8018]]",0
50802,"[[9330,2383]]",1
50803,"[[7533,3540],[11578,4325]]",1
50804,"[[6782,6545]]",1
50805,"[[8845,2254],[11344,4417]]",0
50806,"[[8605,2418],[11628,3302]]",0
50807,"[[7046,5504],[4016,9663],[2223,9132]]",0
50808,"[[8262,2311],[6078,8451]]",1
50809,"[[6806,10087]]",0
50810,"[[8390,2481],[11409,6565],[3604,7952]]",0
50811,"[[4671,7557]]",1
50812,"[[3673,8474],[10881,4712],[5574,9451]]",1
50813,"[[7557,3869],[3597,9995]]",0
50814,"[[5134,8583]]",1
50815,"[[3617,8962]]",0
50816,"[[7058,4215],[3115,8274],[4510,11598]]",0
50817,"[[9108,2543]]",0
50818,"[[8461,2603],[8259,7260]]",1
50819,"[[8605,2659],[4780,7035]]",0
50820,"[[8911,2503],[6164,9545]]",1
50821,"[[3235,8190],[4218,6048],[10874,1707]]",0
50822,"[[11332,1821]]",1
50823,"[[5702,5398]]",0
50824,"[[8471,2356],[3485,7801],[7802,7554]]",0
50825,"[[8760,2299],[3826,8117],[6261,12402]]",0
50826,"[[8421,2717],[11205,6589],[7890,7922]]",1
50827,"[[3608,7990],[4470,9442],[6618,6153]]",1
50828,"[[8056,7904]]",1
50829,"[[8604,2474],[13314,3362]]",0
50830,"[[8800,2359],[4624,9232],[2499,8419],[12306,1725]]",1
50831,"[[8397,2245],[3083,8082],[3906,11570]]",0
50832,"[[8502,2723],[11034,8365],[6724,4872]]",0
50833,"[[7964,2300],[11322,5279]]",0
50834,"[[7412,8597]]",1
50835,"[[4700,7925]]",0
50836,"[[6978,5399],[1198,1512]]",0
50837,"[[8539,2543],[4688,8423]]",0
50838,"[[3663,9218]]",0
50839,"[[7388,5193],[479,629],[3188,7416]]",0
50840,"[[8591,2578],[2816,6919]]",0
50841,"[[3560,8863]]",0
50842,"[[8247,2087],[3478,6711],[2418,8961]]",1
50843,"[[8549,2231],[4499,9334],[7286,6541]]",1
50844,"[[8575,2517],[11210,4962]]",0
50845,"[[6860,5485],[3752,9396],[4114,1082]]",1
50846,"[[5025,5669]]",0
50847,"[[7715,7453],[3274,7702],[3842,6362]]",0
50848,"[[8542,2671],[11732,2160]]",0
50849,"[[2762,8082],[7382,3644],[13724,3307]]",1
50850,"[[11230,5738]]",1
50851,"[[2934,8232],[3504,6647],[10381,5529]]",0
50852,"[[8797,5462]]",1
50853,"[[8479,2444],[11096,5727]]",0
50854,"[[3846,6237],[6896,5271],[11708,2827]]",1
50855,"[[2413,8259],[13496,3175]]",1
50856,"[[7249,3613],[3472,9159]]",1
50857,"[[7692,5070],[3105,7557],[7651,9900]]",1
50858,"[[7803,2383],[11678,7448]]",0
50859,"[[12782,3169]]",1
50860,"[[3685,8122],[7605,8205]]",1
50861,"[[11194,5906]]",0
50862,"[[3131,7572],[6158,9615]]",1
50863,"[[12396,2676],[7852,8052]]",0
50864,"[[11117,6616],[6132,6840]]",1
50865,"[[5649,9449]]",1
50866,"[[7113,4018],[3989,8026],[5295,11477]]",1
50867,"[[7356,5182],[11290,5733]]",1
50868,"[[6893,5506],[11835,3796]]",1
50869,"[[3590,6518],[2555,8307],[9167,2208]]",1
50870,"[[7960,2251],[3853,11571]]",1
50871,"[[6697,4833],[3230,7994],[2238,8603],[6925,5179]]",1
50872,"[[3708,6487],[6288,11027]]",1
50873,"[[5667,5354]]",1
50874,"[[8445,2513],[9259,5664]]",1
50875,"[[4984,6004]]",0
50876,"[[8528,2559],[11168,8277],[3323,7823]]",0
50877,"[[8772,2369],[11803,3946]]",1
50878,"[[8635,5632]]",0
50879,"[[3263,8225],[6275,9110]]",0
50880,"[[3921,6306],[2217,8631],[1576,10750]]",1
50881,"[[7409,5050],[11374,6459],[8102,7928]]",0
50882,"[[11653,6914],[8438,6234]]",1
50883,"[[6963,5072],[6077,7147]]",1
50884,"[[8447,2550],[6447,4879],[2337,8301],[2976,11285]]",0
50885,"[[10097,5648],[11000,2185]]",1
50886,"[[5228,8622]]",0
50887,"[[7118,3673],[4142,12973]]",1
50888,"[[7172,5230],[5358,9162]]",0
50889,"[[6536,4751],[1805,11130]]",0
50890,"[[8618,2509],[13594,3455]]",0
50891,"[[7059,5317],[1455,2708]]",1
50892,"[[7366,6242]]",0
50893,"[[4558,7095]]",1
50894,"[[4858,8409]]",1
50895,"[[12705,2926],[3329,8362]]",1
50896,"[[5747,12662]]",0
50897,"[[4164,5910],[7540,7819],[7467,9981]]",1
50898,"[[6863,4874],[6247,10334]]",0
50899,"[[8162,2142],[11833,3880]]",0
50900,"[[3692,8073],[6122,10065]]",0
50901,"[[5868,3255]]",0
50902,"[[4799,7951]]",1
50903,"[[3165,8271],[4933,12373]]",0
50904,"[[8338,2483],[10621,867]]",0
50905,"[[7378,5154],[4979,8560]]",0
50906,"[[3441,6910],[6991,8132]]",0
50907,"[[6512,4580]]",0
50908,"[[7591,2906]]",0
50909,"[[7249,3615],[3427,7776],[4859,11790]]",1
50910,"[[8460,2529],[3790,7141]]",0
50911,"[[7274,5208],[3580,8788]]",0
50912,"[[4855,5787]]",1
50913,"[[3775,6518],[2582,13077],[8623,6286]]",1
50914,"[[8418,2674],[11235,5943]]",1
50915,"[[6887,5381],[3385,8147],[3780,9259]]",0
50916,"[[8240,2219],[4278,7446]]",0
50917,"[[8647,2219],[10683,5185],[11416,8160]]",0
50918,"[[3955,6062],[8097,7315]]",1
50919,"[[6025,8791]]",1
50920,"[[3982,6506],[5974,4074]]",0
50921,"[[8460,2310],[4731,7527]]",1
50922,"[[7266,5190],[6194,9801]]",0
50923,"[[7247,4969],[792,1301]]",0
50924,"[[7254,5132],[5473,9194]]",0
50925,"[[3643,6533],[7735,7742],[11191,6763]]",0
50926,"[[6283,4863]]",1
50927,"[[3203,13491]]",0
50928,"[[4481,9279],[8104,10369]]",1
50929,"[[3331,6906],[7025,9695]]",0
50930,"[[8530,2720],[7154,5302],[5277,8718]]",1
50931,"[[7432,4936],[5484,1633]]",1
50932,"[[8380,2306],[6667,6350]]",0
50933,"[[9237,2534]]",1
50934,"[[6074,4175]]",0
50935,"[[12637,3110]]",0
50936,"[[3603,6570],[3373,6915]]",1
50937,"[[6339,4932],[4015,9395],[2674,12437]]",1
50938,"[[8558,2715],[5655,5351]]",0
50939,"[[6980,4771],[3589,10697]]",1
50940,"[[8375,2611],[4114,7815],[6831,5380],[8946,2575]]",1
50941,"[[9092,2221],[8838,6135]]",0
50942,"[[4577,9599],[3624,6657],[5688,6441]]",1
50943,"[[3430,6982],[4436,9356],[6867,5464]]",1
50944,"[[7258,5107],[944,1880]]",1
50945,"[[8144,2373],[11490,6583],[6626,6382]]",1
50946,"[[8234,2260],[3902,6346],[2751,8145]]",1
50947,"[[3792,6343],[3694,11465]]",0
50948,"[[7972,2355],[6951,4893],[6852,5214]]",1
50949,"[[13399,2866]]",0
50950,"[[11179,5649]]",0
50951,"[[11175,4737]]",1
50952,"[[6932,4765],[4971,8595]]",1
50953,"[[6915,5168],[2320,8548],[3748,6352]]",0
50954,"[[8824,2572],[8598,6394]]",1
50955,"[[6586,4756],[2816,8178],[3676,10214]]",1
50956,"[[8682,2392],[3133,7616],[5183,1576]]",1
50957,"[[12972,3606]]",0
50958,"[[2926,8372],[8954,3437]]",1
50959,"[[3459,6536],[6016,9464]]",0
50960,"[[4775,7889]]",1
50961,"[[5514,9111]]",1
50962,"[[8295,2395],[4154,9646],[3749,9227]]",0
50963,"[[3324,8078],[6752,7010],[3180,6853]]",1
50964,"[[10264,7310]]",1
50965,"[[8822,2506],[3876,6549],[2715,8060]]",0
50966,"[[4846,8291]]",0
50967,"[[4648,9492],[11072,4784]]",0
50968,"[[5231,9194]]",1
50969,"[[3869,9424],[7934,3554]]",0
50970,"[[3840,6486],[2365,8419],[12818,1802]]",1
50971,"[[12512,3221]]",0
50972,"[[7307,4987],[3655,8409],[7932,7782]]",0
50973,"[[8346,2435],[10290,7905]]",1
50974,"[[13237,3438]]",1
50975,"[[3714,6467],[2398,8447],[9198,6389]]",0
50976,"[[7875,2333],[4414,9723],[2145,4041]]",0
50977,"[[13137,3323]]",0
50978,"[[3890,6214],[3708,10836]]",0
50979,"[[3741,6593],[9436,5854]]",0
50980,"[[3726,8327],[2320,8382],[3057,2010]]",0
50981,"[[13226,3108]]",0
50982,"[[8481,2466],[11009,3837]]",0
50983,"[[7899,2274],[4516,9188],[3129,10723]]",1
50984,"[[8541,2661],[4798,8835]]",0
50985,"[[3352,6993],[11671,3795]]",1
50986,"[[9882,2575]]",0
50987,"[[6975,5320],[4808,9090],[4523,1896]]",1
50988,"[[3603,6317],[3256,12833]]",0
50989,"[[11592,6728],[3461,8635]]",0
50990,"[[4891,8482]]",1
50991,"[[4965,8738]]",1
50992,"[[8418,2378],[11406,4001]]",0
50993,"[[3710,8478],[7780,8153]]",1
50994,"[[3632,8850]]",1
50995,"[[4604,9645],[2342,8435],[10161,2622]]",0
50996,"[[6972,4846],[3315,7078]]",1
50997,"[[6976,4848],[4719,9818],[3648,9165]]",0
50998,"[[3384,6872],[3666,6422]]",1
50999,"[[3389,6876],[10912,5491],[7939,2275]]",0
51000,"[[5950,5101]]",1
51001,"[[11922,3860]]",1
51002,"[[8422,2592],[9869,1105]]",0
51003,"[[4813,8311]]",0
51004,"[[6425,4898],[2270,9448]]",0
51005,"[[6314,9190]]",1
51006,"[[8812,5446]]",1
51007,"[[6706,4839],[2163,9552]]",0
51008,"[[7247,3964],[3362,8618]]",1
51009,"[[7335,5151],[10943,6981],[5240,9252]]",0
51010,"[[9060,2451],[7611,7469],[2923,8163],[7396,7620]]",1
51011,"[[8732,2517],[9136,5665]]",0
51012,"[[5011,8468]]",0
51013,"[[8339,2623],[7038,5228],[2050,8379],[8889,2508]]",1
51014,"[[3657,7775],[2212,8426],[3257,11408]]",0
51015,"[[7179,4598],[9436,2404]]",0
51016,"[[10226,3134]]",0
51017,"[[3389,7815],[7748,10049],[3251,7002]]",0
51018,"[[6950,5007],[5117,8873]]",0
51019,"[[7315,5068],[11344,6330],[8350,2380]]",0
51020,"[[8516,2483],[3822,6299],[4984,8975]]",1
51021,"[[3704,6270],[6815,11472],[5655,12777]]",0
51022,"[[3719,6294],[3635,8579],[3541,2294]]",0
51023,"[[11977,3356]]",0
51024,"[[3689,10034]]",1
51025,"[[5756,8996]]",0
51026,"[[11984,3778]]",1
51027,"[[9038,2398],[11368,4308]]",0
51028,"[[3673,8257],[3034,12580]]",0
51029,"[[8010,5284]]",0
51030,"[[2642,8156],[7455,4958],[7938,1854]]",0
51031,"[[5460,9233]]",0
51032,"[[6993,7637],[3617,10811]]",0
51033,"[[8371,7975]]",0
51034,"[[8899,2216],[7057,8088]]",0
51035,"[[8814,2453],[11935,2485],[538,820]]",1
51036,"[[6345,4910],[2761,8175],[9146,2701]]",1
51037,"[[3641,6368],[4373,9294],[4857,9361]]",0
51038,"[[3607,6611],[4765,9224],[4778,7689]]",0
51039,"[[7171,5167],[3504,8644]]",1
51040,"[[4799,7644]]",0
51041,"[[11873,3769]]",1
51042,"[[3932,6590],[5719,8743]]",1
51043,"[[6964,5354],[10762,3398]]",1
51044,"[[8656,2315],[11204,6122],[11780,6563]]",0
51045,"[[8420,2912],[13259,4853]]",1
51046,"[[3549,8276],[7646,9925],[8769,2551]]",0
51047,"[[7784,7180],[4861,9230]]",1
51048,"[[8267,2333],[6042,9478]]",0
51049,"[[8517,2684],[2078,3756]]",0
51050,"[[8232,2353],[4914,8384]]",1
51051,"[[8666,2547],[3992,9865],[3480,13111]]",1
51052,"[[5103,8951]]",0
51053,"[[8433,2520],[8643,4066]]",0
51054,"[[3567,6561],[2277,8748],[5232,6125]]",1
51055,"[[8353,2815],[9092,6214]]",1
51056,"[[7291,5217],[3536,6696],[8689,2562]]",0
51057,"[[8927,2534],[3517,7926],[6992,5346],[10642,4567]]",1
51058,"[[8971,2358],[2898,4946]]",1
51059,"[[7676,10337]]",1
51060,"[[3837,6386],[5216,8605]]",0
51061,"[[8466,2114],[6301,5048],[4280,9729]]",1
51062,"[[3618,8219],[8360,2647]]",0
51063,"[[7764,5229]]",1
51064,"[[5519,7503]]",1
51065,"[[6895,5349],[4212,9547],[1851,3220]]",0
51066,"[[5084,8519]]",1
51067,"[[10043,6453]]",1
51068,"[[2839,8130],[9113,5667]]",0
51069,"[[9199,2283]]",1
51070,"[[7020,4929],[9446,5526]]",1
51071,"[[8419,2354],[6660,7783]]",0
51072,"[[6575,4830],[3631,8883]]",1
51073,"[[7950,8469]]",1
51074,"[[4061,6451],[5514,9374]]",0
51075,"[[8402,2739],[3573,6705],[1766,11220]]",1
51076,"[[8138,2329],[2982,7150]]",1
51077,"[[7171,5242],[10906,5011],[6396,4723]]",0
51078,"[[4838,8249]]",1
51079,"[[6950,7249],[9804,6316]]",1
51080,"[[7772,2159],[3385,12961]]",1
51081,"[[7088,5156],[11227,6701],[3252,7714]]",1
51082,"[[7358,5151],[3605,10341]]",1
51083,"[[3560,8855]]",0
51084,"[[11295,6265],[9565,5327]]",1
51085,"[[7089,5236],[3986,6544],[8482,2544]]",1
51086,"[[11164,6638],[7564,2756]]",0
51087,"[[8470,2503],[7598,5693],[3504,6722]]",1
51088,"[[6146,8456]]",1
51089,"[[6790,5079],[11522,4508]]",0
51090,"[[5262,7701]]",1
51091,"[[8269,2370],[2307,4214]]",0
51092,"[[8726,2524],[4157,9765],[2740,8230],[6732,4600]]",0
51093,"[[7284,5169],[11422,6840],[8044,7604]]",1
51094,"[[3978,6032],[8657,6133]]",0
51095,"[[8220,2258],[11150,4597]]",1
51096,"[[7091,5173],[8113,2280],[671,868]]",1
51097,"[[8581,6202]]",1
51098,"[[8607,2272],[11926,7220]]",1
51099,"[[3605,6476],[5048,8664]]",0
51100,"[[6677,4715],[2637,8446],[4002,9858]]",0
51101,"[[6938,5193],[3213,7418],[2908,8356],[7999,2358]]",1
51102,"[[3685,6409],[4329,11579]]",1
51103,"[[7349,5126],[7836,8086]]",1
51104,"[[8707,2557],[4224,6079],[11573,4431]]",0
51105,"[[7057,5290],[10048,5990]]",1
51106,"[[5454,9141]]",1
51107,"[[8297,2454],[4084,9594],[394,461]]",1
51108,"[[8335,2584],[10744,4786],[11529,7007]]",1
51109,"[[7491,7874],[7317,9638]]",1
51110,"[[8673,2368],[11540,7855],[6834,5047]]",1
51111,"[[8194,2264],[4800,7892]]",0
51112,"[[11417,6757],[6402,4720]]",0
51113,"[[3612,8328],[4818,11753]]",1
51114,"[[11178,6595],[7759,5195]]",0
51115,"[[10004,2620]]",0
51116,"[[9436,5623]]",1
51117,"[[2853,8085],[7293,6646]]",0
51118,"[[7818,7377],[3401,8784]]",0
51119,"[[8303,2625],[7852,9510],[3554,7877]]",1
51120,"[[7911,3901],[6611,7005]]",1
51121,"[[8519,2526],[3814,8112],[7250,9626]]",1
51122,"[[9088,2562],[7025,4853],[2866,8194],[394,461]]",1
51123,"[[9873,3307]]",1
51124,"[[6483,4896],[2974,12140]]",0
51125,"[[12235,3257]]",0
51126,"[[8508,2504],[4224,9385],[6319,10164]]",1
51127,"[[4797,7590]]",1
51128,"[[7547,3857],[840,742]]",1
51129,"[[8254,5449]]",0
51130,"[[5105,9305]]",0
51131,"[[3856,6346],[3073,10919]]",1
51132,"[[8987,2456],[3683,8482],[5755,12531]]",0
51133,"[[7704,4130],[10657,5222],[10665,5435]]",1
51134,"[[7628,2745]]",0
51135,"[[8615,2376],[8104,7766]]",1
51136,"[[3720,9094]]",1
51137,"[[11222,6603],[6847,5150]]",0
51138,"[[10900,5520],[11845,6663]]",0
51139,"[[6868,5296],[4247,9338],[3817,6307],[8581,2582]]",1
51140,"[[9198,2089]]",0
51141,"[[5159,9047]]",1
51142,"[[4841,9210],[4184,9336],[3516,13340]]",0
51143,"[[6740,4857],[3538,9595]]",1
51144,"[[3636,6544],[3179,7248]]",1
51145,"[[7133,5471],[10822,3566]]",0
51146,"[[2933,8364],[9368,5450]]",1
51147,"[[3147,7485],[7285,7740],[2507,1310]]",1
51148,"[[4986,9442],[3720,6548],[8372,2558]]",0
51149,"[[7129,7733],[7740,7310]]",1
51150,"[[9030,2100],[6276,9070]]",1
51151,"[[8108,2099],[1717,10048]]",0
51152,"[[6935,3955],[3346,8275],[8521,4994]]",1
51153,"[[4732,8974],[3711,8134],[2643,8357]]",0
51154,"[[7112,4866],[3683,8328],[6834,4674]]",1
51155,"[[3798,7930],[11248,4790]]",1
51156,"[[3462,6569],[3373,9195]]",0
51157,"[[2913,8283],[6738,4886],[8862,2539]]",0
51158,"[[7578,7574],[3753,9177]]",1
51159,"[[4747,9201],[6896,9673]]",0
51160,"[[11966,3708]]",0
51161,"[[6624,4742],[2614,8304],[6234,9903]]",1
51162,"[[8789,2341],[9174,6437]]",1
51163,"[[10259,2893]]",0
51164,"[[12567,3103]]",0
51165,"[[10861,6683],[7717,8104]]",0
51166,"[[8476,2479],[7604,8170]]",1
51167,"[[8101,3524],[4392,9286],[3304,6652]]",0
51168,"[[7074,5276],[5088,9042]]",0
51169,"[[10976,4782],[10652,7467]]",0
51170,"[[11419,4130]]",1
51171,"[[8790,2419],[10957,4686],[2270,9054]]",1
51172,"[[4907,9465],[2708,8416],[7520,4995]]",0
51173,"[[8582,2394],[5819,12380]]",1
51174,"[[8693,2390],[3072,7057]]",1
51175,"[[5550,5518]]",0
51176,"[[7226,5210],[3191,7434],[7415,3131]]",1
51177,"[[8365,2304],[6836,8073]]",0
51178,"[[6609,4789],[6165,9599]]",0
51179,"[[4656,7754]]",0
51180,"[[9098,2139]]",0
51181,"[[8126,2291],[11088,5048],[4746,4186]]",0
51182,"[[4032,6476],[4678,12296]]",1
51183,"[[6890,5116],[7060,12485]]",0
51184,"[[3409,6847],[6451,10096]]",0
51185,"[[6969,4212]]",1
51186,"[[7412,5046],[8978,5479]]",0
51187,"[[7759,3482],[3437,7851],[3382,6504]]",0
51188,"[[8159,2341],[3396,8339],[11206,7812]]",0
51189,"[[9062,2375],[4612,7651]]",1
51190,"[[6715,6419]]",1
51191,"[[2341,8435],[8236,5233]]",0
51192,"[[3349,6944],[7756,9612],[5711,12951]]",0
51193,"[[7318,5108],[2766,6762]]",0
51194,"[[10433,5332],[3768,9252],[6063,12405]]",0
51195,"[[8422,2508],[5138,8783]]",1
51196,"[[4879,7978]]",1
51197,"[[7178,4912],[5045,9229],[5782,5098]]",0
51198,"[[7957,5353]]",0
51199,"[[8436,2694],[10930,6977],[3983,1069]]",1
51200,"[[6883,5372],[3697,7975],[3512,6982],[8460,4830]]",1
