,pos,win
10832,"[[6529,8327]]",0
10833,"[[7098,5098],[3947,11566]]",0
10834,"[[6963,5294],[7924,2240],[2829,5991]]",0
10835,"[[5188,9150]]",1
10836,"[[7913,3484],[12022,3681]]",1
10837,"[[5906,5064]]",1
10838,"[[3833,6294],[4563,12496]]",1
10839,"[[8923,2333],[11144,8558],[3443,7756]]",1
10840,"[[4764,8921],[4193,9390],[8342,2514]]",1
10841,"[[8175,2462],[4868,9009],[4499,5989]]",0
10842,"[[4281,9610],[7729,4158]]",0
10843,"[[8421,2537],[10896,4976],[3499,8191],[2259,8553]]",0
10844,"[[3798,8152],[10941,5078],[10077,5952]]",0
10845,"[[7933,2315],[3207,11270]]",1
10846,"[[10123,4583],[5860,8888]]",1
10847,"[[4795,8625]]",0
10848,"[[11060,4794]]",1
10849,"[[3630,8167],[4486,9350],[2391,8501]]",1
10850,"[[13350,3471]]",0
10851,"[[7490,5191],[10167,5845],[2072,3796]]",1
10852,"[[4996,8971]]",0
10853,"[[5894,5237]]",1
10854,"[[3826,6593],[7324,5214],[12780,3267]]",1
10855,"[[8502,2637],[11481,7997],[6568,4770]]",1
10856,"[[6649,11368],[4001,9863]]",0
10857,"[[8735,3703]]",0
10858,"[[8870,2569],[12296,2406],[3518,6404]]",1
10859,"[[4738,9113],[2842,7961],[7008,4801]]",1
10860,"[[8273,2510],[7094,4138]]",0
10861,"[[8770,2274],[11809,1788]]",1
10862,"[[7201,5230],[6980,7412],[2150,8551]]",0
10863,"[[4786,8981],[2405,8440],[7431,9906]]",0
10864,"[[4741,9208],[3712,6512],[8372,2552]]",1
10865,"[[8483,2644],[11494,4045]]",1
10866,"[[4899,8335]]",0
10867,"[[3231,7733],[7278,8782]]",1
10868,"[[6756,4848],[7301,9842],[2919,10266]]",0
10869,"[[8526,2654],[10059,5351],[3156,6970]]",1
10870,"[[3474,7763],[4083,12662]]",1
10871,"[[2732,8116],[10122,5255],[11834,5023]]",1
10872,"[[5130,9151]]",0
10873,"[[4829,8251]]",0
10874,"[[3248,7227],[7086,9931]]",0
10875,"[[3641,6372],[5363,8624]]",1
10876,"[[3377,6571],[2631,1214]]",1
10877,"[[7581,5190],[2194,8781],[2806,11328]]",0
10878,"[[2388,8379],[4391,9286]]",1
10879,"[[6923,5589],[5120,8781]]",1
10880,"[[8401,2452],[11866,7079]]",0
10881,"[[10793,5314],[3605,8351],[6941,5131]]",0
10882,"[[4904,5867]]",0
10883,"[[6444,4854],[6923,11497],[3583,3899]]",0
10884,"[[10156,5723],[4661,11974]]",0
10885,"[[6129,5083]]",0
10886,"[[11865,3659]]",1
10887,"[[8418,3525]]",1
10888,"[[6590,4639],[1799,3557]]",1
10889,"[[3620,8235],[6756,11426],[6969,5208]]",1
10890,"[[8972,2552],[3584,10146]]",1
10891,"[[7214,3736],[3248,7868],[9476,5548]]",1
10892,"[[11178,6778],[6615,7771]]",1
10893,"[[6130,12367],[6363,8023]]",1
10894,"[[7024,5308],[2952,8253],[8172,7627]]",1
10895,"[[8584,2712],[10255,5779],[4616,5915]]",0
10896,"[[7578,7366],[4057,9690]]",1
10897,"[[3800,6202],[1126,813],[8128,3509]]",0
10898,"[[8650,2275],[5911,4930]]",1
10899,"[[8217,2361],[7174,5508],[3013,8286],[8527,2564]]",0
10900,"[[8314,2727],[11494,7547]]",0
10901,"[[2827,8123],[4809,8832]]",0
10902,"[[8918,5477]]",0
10903,"[[8703,2357],[12215,6695],[3790,9491]]",1
10904,"[[9113,2655]]",0
10905,"[[7562,5134],[12295,6646],[8591,2546],[7587,5217]]",1
10906,"[[6655,4824],[4387,9516],[1137,1017]]",0
10907,"[[8934,2309],[6510,4658]]",0
10908,"[[8111,2238],[11166,5802]]",0
10909,"[[6926,5144],[5420,7526]]",0
10910,"[[9114,2397],[11340,5874]]",1
10911,"[[3451,6754],[8545,5966]]",0
10912,"[[6853,5184],[3167,7899],[12393,3217]]",0
10913,"[[8110,2306],[10385,5369],[3484,13531]]",0
10914,"[[4839,8555]]",0
10915,"[[8152,2204],[3476,10419]]",0
10916,"[[6576,4752],[3843,9869],[10902,4602]]",1
10917,"[[10258,5135],[5839,7343]]",1
10918,"[[10283,5292],[3519,7712],[2603,9896]]",0
10919,"[[7155,3934],[12159,2515]]",1
10920,"[[11544,7214],[12297,6548]]",1
10921,"[[8917,2530],[6598,6401]]",1
10922,"[[5497,3612]]",1
10923,"[[7077,5034],[3421,8687]]",0
10924,"[[5062,8645]]",1
10925,"[[8117,2392],[9689,5860]]",0
10926,"[[8281,2590],[2827,8251],[2376,8488]]",0
10927,"[[3675,7895],[4528,7557]]",0
10928,"[[3500,8253],[2508,8396],[2728,4727]]",1
10929,"[[8419,2476],[4225,9451],[3916,6478],[7991,2340]]",1
10930,"[[3725,6445],[4524,11997]]",1
10931,"[[3648,6474],[7681,5052],[8381,2465]]",0
10932,"[[7621,4939],[7055,7617],[3697,8305]]",1
10933,"[[4862,8906]]",0
10934,"[[2722,12996]]",1
10935,"[[6967,4838],[6870,9671]]",0
10936,"[[3686,6517],[3204,11623]]",1
10937,"[[8681,2535],[3870,9401],[6264,6394]]",1
10938,"[[2708,7358]]",0
10939,"[[6865,4611],[3365,10328]]",0
10940,"[[10797,5282],[11624,8016]]",1
10941,"[[7863,2319],[12368,5111]]",0
10942,"[[8390,2642],[4310,7301]]",0
10943,"[[7871,2242],[11003,6811],[12050,3519]]",0
10944,"[[4796,8848]]",0
10945,"[[7454,5192],[786,362],[3410,8747]]",1
10946,"[[8674,2315],[11285,4833]]",1
10947,"[[8436,2683],[8338,5367]]",1
10948,"[[4454,9730],[2314,8442],[3839,13211]]",0
10949,"[[7966,2235],[2852,11211]]",1
10950,"[[7426,5052],[581,827],[2426,8438]]",1
10951,"[[8139,2436],[11402,4634]]",0
10952,"[[8134,2378],[7738,5219],[6616,7881]]",0
10953,"[[8732,2559],[12147,3248]]",0
10954,"[[4778,5903]]",0
10955,"[[5412,8889]]",0
10956,"[[9082,4254]]",1
10957,"[[3621,6464],[3643,8989]]",0
10958,"[[7882,2288],[5845,8766]]",1
10959,"[[7115,2982]]",0
10960,"[[10583,7521]]",1
10961,"[[6169,4926]]",1
10962,"[[8455,2443],[6424,4493]]",0
10963,"[[6780,4645],[3232,7419],[8310,5555]]",0
10964,"[[3669,6437],[3620,8445],[3727,6486]]",1
10965,"[[8391,2699],[2819,7880]]",1
10966,"[[7667,7808],[3049,11285]]",1
10967,"[[8120,2371],[3805,9341],[10616,5265]]",1
10968,"[[8663,2562],[9068,5958]]",0
10969,"[[8914,2514],[11174,6481],[7420,5182],[3368,13091]]",0
10970,"[[10928,5523],[10851,5104]]",0
10971,"[[6149,5072]]",0
10972,"[[8028,2177],[6893,6826],[3160,8261],[6636,5376]]",0
10973,"[[10526,7516]]",0
10974,"[[662,285],[396,462]]",0
10975,"[[11209,6021],[5199,7726]]",0
10976,"[[8472,2108],[6073,8756]]",0
10977,"[[8364,2493],[5888,5240]]",0
10978,"[[4810,9045],[2578,9877]]",0
10979,"[[9659,5538]]",1
10980,"[[6957,11371],[10065,2619]]",0
10981,"[[9050,6058]]",0
10982,"[[6532,4834],[2436,11710]]",1
10983,"[[8821,2530],[4268,9631],[6707,9010]]",0
10984,"[[7306,5007],[5259,8564]]",0
10985,"[[4284,6186],[2773,8011],[1771,10793]]",0
10986,"[[3597,6598],[4666,6062]]",0
10987,"[[7111,5365],[4919,8708]]",0
10988,"[[3520,6532],[3650,8779]]",0
10989,"[[5613,5469]]",0
10990,"[[11221,6887],[1086,1875]]",1
10991,"[[8276,2336],[7290,5204],[13519,3293]]",0
10992,"[[5389,5521]]",0
10993,"[[8772,6601]]",0
10994,"[[3637,8790]]",1
10995,"[[8056,2302],[11144,6346],[6876,11429]]",0
10996,"[[7609,8034]]",1
10997,"[[8844,2513],[5488,5581]]",1
10998,"[[7283,5168],[11805,5174]]",0
10999,"[[4888,8826]]",0
11000,"[[2735,8202],[7432,3340],[7368,7170]]",1
11001,"[[6218,4848]]",1
11002,"[[8449,2578],[12374,3218]]",1
11003,"[[4947,9418],[6505,12251]]",0
11004,"[[8629,4429]]",0
11005,"[[6816,4730],[4141,10109],[4423,928]]",1
11006,"[[9870,5472],[11223,8301]]",0
11007,"[[11267,6889],[2740,8252]]",1
11008,"[[8330,2341],[13547,2852]]",1
11009,"[[6987,5242],[3609,6653],[2270,687]]",1
11010,"[[8528,2522],[11594,7763]]",1
11011,"[[7408,5177],[3093,7029]]",1
11012,"[[7658,5208],[6943,9120]]",0
11013,"[[6875,5370],[3172,8137],[8082,10306]]",0
11014,"[[10757,2513]]",0
11015,"[[11153,6339],[10717,5076],[1411,2292]]",1
11016,"[[7983,5888]]",1
11017,"[[3501,6676],[6850,4990],[4166,7429]]",0
11018,"[[11182,6447],[4809,7033]]",0
11019,"[[6914,5262],[8441,2308],[3596,6552]]",1
11020,"[[7947,2230],[5559,8685]]",1
11021,"[[6531,4577]]",0
11022,"[[8510,2488],[11360,8329],[6483,4836]]",0
11023,"[[4119,6086],[2059,11762]]",0
11024,"[[7771,5240]]",0
11025,"[[4335,6062]]",0
11026,"[[8485,2242],[4252,7398]]",0
11027,"[[10960,8442],[7098,7262]]",1
11028,"[[3710,6170],[11377,3131]]",1
11029,"[[3620,8968]]",1
11030,"[[8260,2649],[10457,5123],[3422,6838],[3679,8053]]",1
11031,"[[4868,8287]]",0
11032,"[[3746,6598],[9944,5500],[11767,7443]]",1
11033,"[[8336,2474],[11229,1153]]",1
11034,"[[6872,4847],[2369,7271]]",1
11035,"[[2792,8208],[7896,5211]]",0
11036,"[[7334,3897],[5180,6128]]",0
11037,"[[9031,2254],[10357,3266]]",1
11038,"[[13569,3149]]",0
11039,"[[7645,3856],[4203,9543],[5440,5481]]",1
11040,"[[8420,2569],[11020,5089],[774,10706]]",0
11041,"[[4824,8580]]",1
11042,"[[4977,8510]]",0
11043,"[[1930,3359]]",1
11044,"[[8009,7399]]",0
11045,"[[7302,5058],[7202,6642],[3446,6797]]",1
11046,"[[7104,5392],[11356,8282],[9437,8835]]",1
11047,"[[6245,8107]]",0
11048,"[[8014,5292]]",1
11049,"[[13331,3588]]",1
11050,"[[6675,4808],[2659,8104],[2307,13287]]",1
11051,"[[8798,2249],[10204,7080]]",1
11052,"[[7670,7233],[2410,12902]]",1
11053,"[[8023,2323],[13366,2922]]",1
11054,"[[3320,6741],[5741,8960]]",0
11055,"[[3898,6419],[3671,8051],[7534,1261]]",1
11056,"[[4848,9296],[3629,6476],[9580,5972]]",1
11057,"[[6918,4807],[2714,5170]]",1
11058,"[[8189,2455],[3901,9966],[3634,8560],[4270,9675]]",0
11059,"[[4711,6652]]",1
11060,"[[11108,6544],[7544,9775]]",0
11061,"[[4598,9571],[4549,11887]]",0
11062,"[[8779,2390],[11257,6611],[1935,3419]]",1
11063,"[[7971,2326],[3817,9353],[1323,923]]",0
11064,"[[7807,5213]]",0
11065,"[[7733,9740],[2613,8202]]",1
11066,"[[8700,2376],[6609,4817],[6822,7023]]",0
11067,"[[7969,7936]]",0
11068,"[[4590,9073],[5184,8551]]",1
11069,"[[7703,2361],[11512,6987],[9269,5547]]",1
11070,"[[9074,2340],[6067,5019]]",1
11071,"[[6563,9278]]",1
11072,"[[7029,10835],[7984,5195]]",1
11073,"[[8296,2362],[3603,6342],[4387,9396]]",0
11074,"[[8983,2223],[1446,2359]]",0
11075,"[[8616,2359],[7322,7069],[3251,8127],[8648,2583]]",1
11076,"[[4843,9461],[3913,6213],[8422,2469]]",0
11077,"[[4137,6069],[3152,12764]]",0
11078,"[[6847,5052],[4111,9790],[3699,13528]]",1
11079,"[[1295,2344]]",0
11080,"[[8408,2637],[3629,9148]]",1
11081,"[[9599,5498]]",0
11082,"[[7855,2305],[12221,3000]]",0
11083,"[[3715,8338],[6285,12293],[6918,9678]]",1
11084,"[[4930,8858]]",0
11085,"[[8627,2447],[11481,6715],[6904,5464],[4083,7219]]",1
11086,"[[8261,2520],[10782,5197],[11036,5575]]",1
11087,"[[8621,2537],[4335,7402]]",1
11088,"[[3676,8634]]",1
11089,"[[8308,2414],[12688,6511],[2513,1385]]",1
11090,"[[8537,2486],[11137,5791]]",1
11091,"[[7028,5029],[7350,8932],[3308,7796]]",0
11092,"[[6284,4982]]",1
11093,"[[8266,2686],[10063,7854]]",0
11094,"[[8595,6788]]",0
11095,"[[7446,9802],[2632,8186]]",1
11096,"[[8271,2494],[2785,8175],[3870,10361]]",0
11097,"[[8870,2281],[7437,5103],[5300,8854]]",0
11098,"[[8536,2718],[3667,8657]]",0
11099,"[[7009,5285],[3425,8174],[884,649],[11211,3535]]",0
11100,"[[5211,8974]]",1
11101,"[[9365,3696]]",1
11102,"[[6930,5429],[12790,1755],[3676,6492]]",0
11103,"[[11170,3555]]",0
11104,"[[3688,6543],[2973,11108]]",0
11105,"[[7001,4910],[7785,5707]]",0
11106,"[[3818,6388],[4979,9552],[5895,5384]]",0
11107,"[[6886,5262],[3674,8370],[8151,2404],[6833,5315]]",1
11108,"[[8765,2427],[11061,4803]]",0
11109,"[[7109,5113],[3213,11682]]",1
11110,"[[5116,9169]]",0
11111,"[[8987,2507],[11462,4361]]",0
11112,"[[7026,5022],[11446,1386]]",1
11113,"[[7439,5175],[11486,7028],[806,10487]]",0
11114,"[[8570,2477],[6106,10538]]",1
11115,"[[4788,8850]]",1
11116,"[[5917,1750]]",0
11117,"[[3515,7924],[3387,7372],[7635,9902]]",1
11118,"[[7115,5052],[11123,6405],[6491,4634]]",1
11119,"[[9618,5472]]",1
11120,"[[10415,2853]]",1
11121,"[[7152,5196],[3481,11112]]",1
11122,"[[8346,2681],[3638,9938]]",1
11123,"[[9951,6769]]",1
11124,"[[4575,7701]]",0
11125,"[[7190,7465],[7109,4014]]",0
11126,"[[6737,4870],[3602,8794]]",0
11127,"[[7635,5003],[2021,11822],[2806,7595]]",1
11128,"[[11048,6898],[1311,2053]]",0
11129,"[[8657,2428],[501,645],[3550,9700]]",0
11130,"[[8271,7147]]",1
11131,"[[3675,8181],[4774,6631]]",1
11132,"[[8436,2560],[5902,8686]]",0
11133,"[[5629,9001]]",0
11134,"[[4267,5986]]",0
11135,"[[8491,2568],[11447,4434]]",1
11136,"[[8646,2416],[7024,5432],[663,941]]",0
11137,"[[11255,6001]]",1
11138,"[[9155,2345]]",0
11139,"[[8313,2419],[4920,8946]]",0
11140,"[[8579,2546],[652,678],[3498,7411]]",1
11141,"[[4899,6031]]",1
11142,"[[7981,8099]]",0
11143,"[[4571,9454],[3519,6723],[8600,2552]]",0
11144,"[[7038,8156]]",1
11145,"[[7183,5084],[3512,6390],[2153,8325]]",0
11146,"[[5752,5289]]",1
11147,"[[4918,8943]]",0
11148,"[[5023,8892]]",1
11149,"[[10770,5535],[10836,5462]]",0
11150,"[[11808,3522]]",0
11151,"[[11132,6854],[12616,3195]]",0
11152,"[[662,285],[6655,4537]]",1
11153,"[[9035,2365],[6757,7467],[5471,5462]]",0
11154,"[[6856,4958],[6704,9436]]",1
11155,"[[7159,5129],[8562,2208],[11270,6021]]",0
11156,"[[3640,6460],[3236,7858],[8253,2441]]",0
11157,"[[6217,4864]]",1
11158,"[[3545,6558],[6298,8495]]",0
11159,"[[6919,5076],[3767,9236],[5391,12920]]",1
11160,"[[3580,6567],[2540,9690]]",0
11161,"[[3138,7593],[5907,10684]]",0
11162,"[[2068,1168]]",1
11163,"[[8180,2504],[3241,7717],[3459,6606],[8271,2157]]",1
11164,"[[8808,2445],[11520,3884]]",1
11165,"[[8704,2503],[7590,5183],[2400,8388],[1166,12524]]",1
11166,"[[8632,2497],[11046,8272],[7144,5378]]",1
11167,"[[3631,6516],[1927,12396],[1416,10210]]",1
11168,"[[10531,3034]]",1
11169,"[[3621,8291],[5166,9196]]",1
11170,"[[8521,2428],[7528,9685],[2148,12022]]",0
11171,"[[7377,4976],[7814,10972],[3620,9863]]",1
11172,"[[8014,2297],[6670,9866]]",0
11173,"[[8336,2612],[3531,6567],[3866,2496]]",1
11174,"[[6997,5259],[10987,6895],[8177,6729]]",0
11175,"[[8576,2375],[6418,4846],[966,9885]]",0
11176,"[[4795,6917]]",1
11177,"[[3481,6728],[5877,11420]]",0
11178,"[[9353,7184]]",0
11179,"[[8724,2533],[6946,5304],[3560,7879],[2319,8366]]",1
11180,"[[6674,4829],[6888,7081],[394,461]]",1
11181,"[[9539,2629]]",1
11182,"[[6226,4960]]",1
11183,"[[3577,6601],[3632,8814]]",0
11184,"[[7153,4980],[4368,9425],[8520,2506]]",1
11185,"[[3872,6314],[6971,9128]]",1
11186,"[[6600,4727],[11082,8296],[2816,12721]]",1
11187,"[[10870,4983],[3616,8354],[7950,5336]]",0
11188,"[[3734,6635],[2205,11624]]",0
11189,"[[6985,5382],[3540,7892],[4337,6095]]",0
11190,"[[6832,4869],[3308,3935]]",1
11191,"[[2718,8020],[10329,5136],[4939,5862]]",0
11192,"[[4772,6535]]",0
11193,"[[8356,2694],[2661,5470]]",0
11194,"[[4822,8073]]",0
11195,"[[8543,2459],[1614,2894]]",1
11196,"[[8974,2204],[7039,5402],[3359,8498],[7630,1591]]",1
11197,"[[9368,2524]]",0
11198,"[[7780,4954]]",1
11199,"[[8696,5513]]",0
11200,"[[11876,7266]]",0
11201,"[[8357,2260],[11777,3791]]",0
11202,"[[11114,6704],[6876,7186]]",0
11203,"[[5152,9162]]",0
11204,"[[3974,6401],[3903,10114]]",0
11205,"[[5096,9137]]",0
11206,"[[8578,2342],[5615,5463]]",1
11207,"[[6550,4772],[3830,12640]]",1
11208,"[[5196,5765]]",0
11209,"[[4923,8484]]",1
11210,"[[3599,7844],[3715,9138]]",0
11211,"[[8187,2218],[11195,4761]]",1
11212,"[[7267,3576],[3614,7807],[3988,6152]]",1
11213,"[[1412,735]]",0
11214,"[[6505,4842],[3220,7227]]",1
11215,"[[4791,7065]]",0
11216,"[[5307,8755]]",0
11217,"[[7746,3558],[11004,4934],[3731,6351]]",1
11218,"[[3912,6178],[9373,5710]]",1
11219,"[[8693,5539]]",1
11220,"[[3693,9075]]",0
11221,"[[5702,5323]]",0
11222,"[[7881,5254]]",0
11223,"[[8793,2555],[7933,5284]]",1
11224,"[[10112,2586]]",1
11225,"[[6784,4945],[2759,7980],[4086,1079]]",0
11226,"[[8586,2326],[3988,7688],[2238,8739],[8867,2500]]",1
11227,"[[8276,2515],[10404,5045],[10704,4607]]",1
11228,"[[4988,8799]]",0
11229,"[[7408,5080],[7834,7478],[3479,6575]]",0
11230,"[[9148,2176]]",1
11231,"[[10656,5230],[3640,7904],[10252,4908]]",0
11232,"[[6742,4914],[2546,8463],[8094,2299],[7232,5097]]",0
11233,"[[7346,3666],[5184,5821]]",1
11234,"[[8036,7669]]",0
11235,"[[6780,5008],[4043,9777],[10765,4843]]",0
11236,"[[8784,2482],[12542,6516],[7281,7061]]",1
11237,"[[8660,2573],[4820,8165]]",0
11238,"[[7108,8079]]",0
11239,"[[7800,2367],[10496,7454]]",1
11240,"[[6898,5182],[2525,8450],[6484,12231]]",1
11241,"[[5355,9083]]",1
11242,"[[6171,5036]]",1
11243,"[[7128,5346],[8556,2450],[540,553]]",0
11244,"[[4507,9227],[10839,5024]]",0
11245,"[[8491,2382],[11248,4871]]",1
11246,"[[9996,5711],[10986,6912]]",1
11247,"[[8413,2486],[11024,5050],[2592,5231]]",0
11248,"[[7299,5017],[756,1065],[3118,12810]]",0
11249,"[[3929,6232],[2248,12073],[10859,1721]]",0
11250,"[[3676,6543],[4816,8630]]",0
11251,"[[8482,2705],[790,987],[3717,10796]]",0
11252,"[[3587,6711],[3269,7719],[6874,5608]]",0
11253,"[[5105,8619]]",1
11254,"[[9674,2572]]",0
11255,"[[4911,8382]]",1
11256,"[[6940,6484]]",1
11257,"[[8576,2617],[11442,4683]]",1
11258,"[[7456,5092],[3390,7951],[6777,9584]]",1
11259,"[[5126,9265]]",1
11260,"[[7030,4822],[11078,1411]]",1
11261,"[[11220,6172],[7946,8058]]",1
11262,"[[11978,3780]]",0
11263,"[[3928,6211],[3451,13217]]",1
11264,"[[8199,2318],[11928,6859],[3296,7040]]",0
11265,"[[11221,7059],[4107,11348]]",0
11266,"[[8062,2205],[8649,4622]]",0
11267,"[[7207,5226],[3893,6445],[2177,8484]]",0
11268,"[[7630,2451],[8398,6935]]",1
11269,"[[3976,8030],[1472,9564]]",1
11270,"[[7956,2362],[12022,3758]]",0
11271,"[[7428,5069],[2509,8262],[7235,9980]]",0
11272,"[[8000,7594]]",0
11273,"[[8795,2342],[10942,5428],[3334,6800],[6063,12410]]",0
11274,"[[5488,9149]]",0
11275,"[[7698,7041],[7510,6874]]",0
11276,"[[10611,5260],[4136,9780],[2836,6980]]",1
11277,"[[7018,5168],[3937,7998],[4639,6111]]",1
11278,"[[3621,8892]]",1
11279,"[[7059,4610],[12510,2610],[8598,2298]]",1
11280,"[[4206,9881],[4553,2639]]",1
11281,"[[8155,2155],[8573,5738]]",0
11282,"[[5432,8862]]",0
11283,"[[6686,4714],[9463,2436]]",1
11284,"[[2704,8204],[8498,5772]]",0
11285,"[[6911,5128],[9237,6152]]",0
11286,"[[7097,4769],[5782,8682]]",0
11287,"[[3398,6671],[3795,9271],[2824,8170]]",0
11288,"[[3196,6674],[7473,7924],[4271,11818]]",0
11289,"[[8831,2188],[4536,9571],[2238,12296]]",1
11290,"[[9025,2625],[11020,4966],[3410,6897],[2816,749]]",0
11291,"[[3692,8274],[2654,12670],[4870,8257]]",1
11292,"[[7632,3817],[3633,8351],[7652,7666]]",0
11293,"[[6692,11383],[2954,13388]]",1
11294,"[[3421,6809],[7654,5218],[9433,1157]]",1
11295,"[[7302,3760],[5297,8685]]",1
11296,"[[7195,7926],[4991,3121]]",0
11297,"[[3956,5971],[4791,7642]]",0
11298,"[[3406,6820],[2991,12542],[2698,13363]]",0
11299,"[[8819,2389],[3413,6840],[6755,7230]]",1
11300,"[[9973,5817]]",1
11301,"[[7856,7778]]",0
11302,"[[7793,7170],[1399,10540]]",1
11303,"[[396,462],[7414,3937]]",0
11304,"[[7606,5210],[11435,7026],[8442,5583]]",0
11305,"[[7008,5350],[3773,6266],[2424,8409]]",0
11306,"[[5335,5605]]",0
11307,"[[8185,2366],[3548,8619],[3577,6261],[8666,2314]]",1
11308,"[[8891,2518],[4552,7573]]",0
11309,"[[13309,3263]]",0
11310,"[[6442,8351]]",1
11311,"[[6301,4924]]",0
11312,"[[6380,4692]]",0
11313,"[[8664,2174],[7378,4984],[3272,8257],[3911,881]]",1
11314,"[[6926,4839],[3510,8340],[3200,7426]]",1
11315,"[[8012,3477],[4973,9507],[6232,10246]]",1
11316,"[[3803,8020],[7961,7599]]",0
11317,"[[4877,8816]]",1
11318,"[[3532,6149],[1840,11216]]",0
11319,"[[3722,6534],[4264,11699]]",1
11320,"[[11285,3847]]",0
11321,"[[9148,2446]]",0
11322,"[[8139,2247],[12831,2896],[5236,5654]]",0
11323,"[[3849,6321],[3150,7470],[7083,11265]]",1
11324,"[[3542,7289],[9710,6248]]",0
11325,"[[8139,5302]]",1
11326,"[[5016,8582]]",0
11327,"[[7274,5208],[8845,7464]]",1
11328,"[[5010,9567],[2768,6731]]",0
11329,"[[8210,2425],[4367,9694],[2329,8411],[7381,2494]]",1
11330,"[[11759,4217]]",1
11331,"[[8338,2419],[13085,3683]]",0
11332,"[[7044,4248]]",1
11333,"[[8260,2412],[3949,6454],[2737,9864]]",0
11334,"[[8347,2650],[4795,6176]]",0
11335,"[[8611,2452],[3180,7390],[6288,1793]]",1
11336,"[[8365,2329],[1222,2112]]",1
11337,"[[4811,8720]]",0
11338,"[[7693,7256],[780,491]]",0
11339,"[[7812,6743]]",1
11340,"[[7934,2362],[7620,9930],[3218,7686]]",1
11341,"[[3829,6317],[9473,5527]]",1
11342,"[[3857,6369],[3015,8375]]",0
11343,"[[1759,779]]",0
11344,"[[7810,8011]]",1
11345,"[[11060,8464],[11015,8575]]",0
11346,"[[2892,8150],[7824,3652],[7518,2835]]",0
11347,"[[7652,2444],[4145,9566],[540,510]]",0
11348,"[[8350,2430],[10997,5517],[12046,3642]]",1
11349,"[[5128,8558]]",0
11350,"[[3582,6593],[665,965],[7531,5120]]",0
11351,"[[6492,12099],[8482,2457]]",0
11352,"[[3651,8199],[5579,12594]]",1
11353,"[[6824,5408],[4588,6069]]",0
11354,"[[7631,4067],[8855,6219]]",0
11355,"[[3744,8088],[9855,5238],[2190,8838]]",0
11356,"[[8712,2350],[11455,4556]]",0
11357,"[[6570,4762],[2859,8112],[1969,1371]]",1
11358,"[[3820,6407],[3533,12900]]",0
11359,"[[3399,8449],[4451,2579]]",0
11360,"[[7780,3893],[10782,5321],[7234,5239]]",0
11361,"[[4575,6898]]",1
11362,"[[3941,7910],[3817,6361],[7762,3846]]",1
11363,"[[3942,7217],[4072,9472],[2816,10101]]",0
11364,"[[5174,9150]]",0
11365,"[[9178,2415]]",0
11366,"[[5600,9276]]",1
11367,"[[3756,6323],[7299,3857]]",1
11368,"[[2759,8133],[6586,2611]]",1
11369,"[[4154,12077]]",1
11370,"[[3720,6331],[3480,9893]]",0
11371,"[[6865,5163],[4145,9673],[3043,7984],[3651,6563]]",1
11372,"[[10290,3264]]",0
11373,"[[5208,9217]]",1
11374,"[[6763,4885],[6278,12316]]",1
11375,"[[6449,4624]]",0
11376,"[[8996,2290],[4800,7721]]",0
11377,"[[8266,2429],[4912,8705]]",0
11378,"[[3547,6694],[3717,10008]]",0
11379,"[[12846,3259]]",0
11380,"[[8562,2332],[9305,3730]]",1
11381,"[[8118,5091]]",1
11382,"[[6893,4836],[5891,9459]]",0
11383,"[[3782,6644],[5707,7765]]",1
11384,"[[5634,5397]]",0
11385,"[[4797,8398]]",1
11386,"[[6533,4564]]",1
11387,"[[2363,8465],[4478,9428]]",1
11388,"[[8179,2277],[13058,3642]]",1
11389,"[[7873,2376],[11592,7055],[7502,7747]]",1
11390,"[[3494,6599],[5424,9256]]",0
11391,"[[7084,5455],[3668,9049]]",1
11392,"[[3348,8089],[8243,10116]]",0
11393,"[[3745,6692],[7458,3883]]",1
11394,"[[8707,2557],[12271,3358]]",1
11395,"[[11898,3742]]",0
11396,"[[6913,5260],[3989,9646],[6751,4311]]",0
11397,"[[6849,7477],[3171,8193],[2059,12719]]",0
11398,"[[8657,2159],[6301,8956]]",1
11399,"[[6929,4400]]",1
11400,"[[2659,8224],[7451,7955]]",1
11401,"[[3678,6453],[2889,11332]]",1
11402,"[[7244,5086],[8244,7585]]",0
11403,"[[8533,2470],[5653,5357]]",1
11404,"[[6710,4834],[3793,9260],[1727,9671]]",0
11405,"[[5166,8653]]",0
11406,"[[4903,8826]]",0
11407,"[[3324,6643],[3682,8782]]",0
11408,"[[7414,6241]]",0
11409,"[[5052,8552]]",1
11410,"[[8443,2397],[11125,5384]]",1
11411,"[[6578,4762],[5028,9069]]",1
11412,"[[13175,3819]]",0
11413,"[[6996,4559],[7912,2352],[3011,7646]]",1
11414,"[[7263,5177],[11142,6384],[12033,3627]]",0
11415,"[[2386,8421],[4891,5804]]",0
11416,"[[8381,6016]]",0
11417,"[[3861,6619],[7080,4055]]",0
11418,"[[7072,5308],[11074,4942],[3291,7224]]",1
11419,"[[3957,6580],[2612,11836]]",1
11420,"[[8420,2652],[3769,8288],[3384,8489]]",1
11421,"[[5727,5397]]",0
11422,"[[7201,6414]]",0
11423,"[[6968,5231],[4976,8399]]",1
11424,"[[8157,5290]]",0
11425,"[[8678,2469],[11716,4351]]",0
11426,"[[3748,8056],[7459,5204],[11544,5639]]",0
11427,"[[7403,3764],[5284,9164]]",1
11428,"[[6427,4875],[5241,11509]]",1
11429,"[[3369,6687],[2933,11091]]",0
11430,"[[8333,5408]]",0
