,pos,win
32186,"[[6096,12356],[3505,7938],[14150,14138]]",0
32187,"[[2406,11692]]",0
32188,"[[3715,8483],[11487,3416]]",1
32189,"[[10055,6886]]",0
32190,"[[5982,12524],[3004,8086],[6186,10328]]",0
32191,"[[7947,9955],[6013,12491],[11256,6003]]",1
32192,"[[2759,11282]]",0
32193,"[[8533,10117]]",0
32194,"[[6352,8068]]",1
32195,"[[7737,10298]]",0
32196,"[[6212,11169]]",0
32197,"[[11310,5965]]",0
32198,"[[7886,10132],[11016,8634],[7332,9027]]",1
32199,"[[6885,7625],[2410,8495]]",0
32200,"[[10024,8713]]",0
32201,"[[7785,10502]]",0
32202,"[[10049,6714]]",1
32203,"[[3710,10723]]",0
32204,"[[7958,9491],[11632,5841]]",0
32205,"[[3822,7901],[9545,7246]]",0
32206,"[[10454,5361],[11003,8485]]",1
32207,"[[4516,7535]]",0
32208,"[[6294,12504],[6823,9568]]",0
32209,"[[6736,11438],[3455,8198],[11147,6988]]",1
32210,"[[11695,7397]]",1
32211,"[[8638,8133]]",1
32212,"[[6495,12243],[8026,9640],[3523,8625]]",1
32213,"[[3774,9260],[12280,10260]]",1
32214,"[[12204,6725],[4873,7707]]",0
32215,"[[11932,7262]]",1
32216,"[[10896,8601],[7715,5036],[4010,9866]]",1
32217,"[[11041,6924],[6998,9775]]",1
32218,"[[11985,6849],[10691,12246]]",0
32219,"[[9428,7318]]",1
32220,"[[2716,11406]]",0
32221,"[[6540,12631],[12566,10816]]",1
32222,"[[6664,12674],[13390,12013]]",0
32223,"[[6287,12362],[7379,6337]]",0
32224,"[[3917,9390],[4212,11708]]",0
32225,"[[10249,5312],[3433,11601]]",1
32226,"[[7116,12506]]",1
32227,"[[5584,12323]]",1
32228,"[[12443,6578],[6027,9145]]",1
32229,"[[10854,5142],[9196,2285]]",0
32230,"[[12304,6622],[4337,7448]]",0
32231,"[[7857,9560],[11715,7305]]",1
32232,"[[4842,8237]]",1
32233,"[[5632,12348],[9532,5594]]",1
32234,"[[6108,9222]]",0
32235,"[[11021,5561]]",0
32236,"[[5825,9452]]",0
32237,"[[12521,6556],[6936,8967]]",0
32238,"[[10669,3172]]",0
32239,"[[6522,12622],[3630,8182],[3666,6534]]",1
32240,"[[6568,12352],[11561,7080],[4332,11930]]",1
32241,"[[6171,12325],[3234,8821]]",1
32242,"[[6435,12344],[8523,9958]]",0
32243,"[[6790,12800],[6648,9578]]",1
32244,"[[6403,12479],[9822,5933]]",0
32245,"[[5890,12456],[2654,10266]]",0
32246,"[[11931,6864]]",1
32247,"[[6382,12548],[4041,9044],[11086,6448],[9642,9274]]",0
32248,"[[12502,6465],[7892,9877],[8440,8378]]",1
32249,"[[8097,5232]]",0
32250,"[[5519,12518]]",0
32251,"[[2782,11388]]",0
32252,"[[11794,6592],[3391,6228]]",0
32253,"[[6580,12417],[6851,8980]]",0
32254,"[[10000,7624]]",0
32255,"[[7723,10950],[7796,9804],[13035,2497]]",1
32256,"[[12414,6589],[7497,8929],[6967,14066]]",0
32257,"[[10847,8785],[5246,9163]]",0
32258,"[[9813,7183]]",0
32259,"[[6337,12275],[4016,9605],[12146,6670]]",0
32260,"[[6406,12464],[6210,8973]]",0
32261,"[[12530,6468],[8168,10206]]",0
32262,"[[12510,6566],[11804,1281]]",1
32263,"[[2455,11751]]",1
32264,"[[11060,8420],[7120,8029]]",1
32265,"[[6538,12352],[8056,9944],[6100,9923]]",0
32266,"[[11879,7112]]",1
32267,"[[7758,9682],[3776,9289],[11071,6814]]",1
32268,"[[10259,8963]]",1
32269,"[[6050,9469]]",0
32270,"[[11989,6564],[6252,9109]]",1
32271,"[[10689,8758],[3286,7764],[10277,9613]]",0
32272,"[[6624,12515],[7293,7992],[2636,8078]]",1
32273,"[[12137,6571],[7965,11772]]",0
32274,"[[7238,11054],[12095,8292]]",0
32275,"[[7475,10113],[3609,6661],[10077,7412]]",1
32276,"[[6354,12363],[2931,11166]]",1
32277,"[[12567,6471],[7342,8880],[6407,11146]]",0
32278,"[[6091,12482],[4509,7535]]",1
32279,"[[5707,12718]]",0
32280,"[[7511,10105],[11576,7806],[9852,1560]]",1
32281,"[[11540,7895],[8827,4288]]",0
32282,"[[7339,11233],[6862,8477]]",1
32283,"[[6231,12575],[1787,11765]]",1
32284,"[[11919,6857]]",0
32285,"[[11313,6116],[9427,9354]]",0
32286,"[[10276,7529]]",1
32287,"[[11147,8379],[7939,8256]]",0
32288,"[[7780,10859],[10616,8945]]",0
32289,"[[6983,12766]]",1
32290,"[[7688,9785],[5912,8642]]",0
32291,"[[10009,7498]]",1
32292,"[[10941,7726],[7262,7138],[5392,11489]]",1
32293,"[[12098,6499],[6668,11410],[6739,12843],[12208,6618]]",0
32294,"[[9829,9196]]",0
32295,"[[12495,6440],[8364,10278]]",0
32296,"[[11299,6093],[8122,10105],[8649,11547]]",0
32297,"[[11392,6299],[8542,2582]]",0
32298,"[[12338,6520],[13826,14228],[1898,11678]]",0
32299,"[[12435,6493],[7122,11195],[7785,9571],[11923,5277]]",1
32300,"[[6223,12195],[3635,8755]]",1
32301,"[[10828,5345],[7877,9930],[6365,12353]]",0
32302,"[[6641,12440],[2333,9956]]",0
32303,"[[10077,5911]]",1
32304,"[[3751,10776]]",0
32305,"[[14178,14355],[7950,9582]]",1
32306,"[[12250,6462],[6773,9648]]",0
32307,"[[6543,12333],[3352,7814],[9254,9377]]",1
32308,"[[5518,12636]]",1
32309,"[[7055,4521],[6593,4650]]",1
32310,"[[12260,6629],[6166,9725]]",1
32311,"[[5190,9068]]",0
32312,"[[10248,9026]]",0
32313,"[[12189,6450],[7124,9338],[6194,10545]]",0
32314,"[[6758,7174],[3406,8201]]",1
32315,"[[7312,9821],[11236,6852],[14340,14391]]",1
32316,"[[10870,8386],[12672,2096]]",1
32317,"[[6474,12663],[4855,9600],[10450,8807]]",0
32318,"[[10940,5460],[7378,9748],[9607,11606]]",0
32319,"[[8124,10267]]",1
32320,"[[5798,12446],[12582,5936]]",0
32321,"[[12440,6500],[8907,13035]]",0
32322,"[[7917,6840]]",1
32323,"[[12283,6666],[7966,10386]]",1
32324,"[[6341,12544],[4074,9556],[14138,13996]]",0
32325,"[[8187,10388]]",1
32326,"[[5922,12537],[4267,9509],[11462,8699]]",1
32327,"[[11055,5621]]",0
32328,"[[6154,12512],[7334,6685],[11108,7513]]",1
32329,"[[9954,6640]]",1
32330,"[[11175,8494],[7159,11232],[7126,5136]]",1
32331,"[[3294,10577]]",1
32332,"[[6117,12541],[3970,6791],[6648,8297]]",1
32333,"[[6705,11385],[5341,9494]]",1
32334,"[[10320,8950]]",0
32335,"[[12433,6519],[8253,10321]]",0
32336,"[[11860,7412]]",1
32337,"[[10280,7524]]",0
32338,"[[1439,12490]]",1
32339,"[[14295,14362],[3701,9070]]",0
32340,"[[10861,8841],[4276,9274],[5738,9305]]",0
32341,"[[7548,11026],[14318,14324],[11133,5590]]",0
32342,"[[12507,6517],[11018,13898]]",0
32343,"[[8888,9681]]",0
32344,"[[11522,6456],[3504,8608]]",0
32345,"[[6709,12605],[6887,9549]]",1
32346,"[[10536,8786],[6825,11431],[8270,7133]]",0
32347,"[[10780,5466],[7794,10822],[7044,6163]]",0
32348,"[[3706,8195],[11628,7215]]",1
32349,"[[10827,7265],[7834,3562]]",0
32350,"[[11017,5554]]",0
32351,"[[6017,12521],[8053,10074],[12061,9030]]",1
32352,"[[8119,10159]]",1
32353,"[[11514,6950],[5016,9057]]",0
32354,"[[10919,8718],[8106,5443]]",0
32355,"[[10904,8684],[2608,12854]]",0
32356,"[[8284,6374]]",0
32357,"[[12112,6561],[7796,7834]]",1
32358,"[[11706,6537],[8664,8628]]",0
32359,"[[11759,7412]]",0
32360,"[[3751,10710]]",0
32361,"[[11150,6936],[8176,5251]]",1
32362,"[[6292,7158]]",0
32363,"[[12459,6424],[7355,10924],[10921,8189],[12430,6490]]",1
32364,"[[11084,8763],[3100,7665],[12633,6450]]",0
32365,"[[10890,3579]]",0
32366,"[[6152,12560],[10837,4932],[10481,8921]]",1
32367,"[[7298,10931],[3792,11064]]",1
32368,"[[9991,7306]]",0
32369,"[[7783,5092]]",1
32370,"[[6444,12218],[7726,7621],[12248,6534]]",1
32371,"[[6324,12361],[11009,6878],[13678,13964]]",1
32372,"[[9143,9641]]",1
32373,"[[5831,12389],[14051,14035],[12695,6280]]",1
32374,"[[12065,6902],[7515,11636],[2278,13375]]",0
32375,"[[14340,14391],[13382,3826]]",0
32376,"[[7921,9531],[3652,8438],[11714,7448]]",0
32377,"[[11696,6531],[6243,10449]]",1
32378,"[[6206,12363],[7529,6958],[7215,3436]]",0
32379,"[[7838,9666],[11450,6206],[12328,5178]]",1
32380,"[[6454,12280],[4457,12067]]",0
32381,"[[5627,12448]]",0
32382,"[[7288,9702],[11227,5112]]",0
32383,"[[12335,6380],[14340,14391],[11309,5342]]",0
32384,"[[12437,6467],[4116,10236]]",1
32385,"[[12258,6749],[4126,12134]]",0
32386,"[[5994,12542],[2848,11944]]",1
32387,"[[4871,9315],[11389,6067],[13294,14119]]",1
32388,"[[11082,7010],[12674,11669]]",1
32389,"[[6417,12492],[11399,8188],[13123,14019]]",0
32390,"[[6967,10931],[11181,6180],[12528,6545]]",1
32391,"[[6640,12566],[3837,9367],[11038,3974]]",0
32392,"[[12372,6068],[7999,10740]]",0
32393,"[[7613,9789],[10548,5460],[10128,7212]]",0
32394,"[[7240,11811]]",0
32395,"[[10590,9009]]",1
32396,"[[9359,9457]]",0
32397,"[[10029,6414]]",0
32398,"[[5547,12383]]",0
32399,"[[12450,10624]]",0
32400,"[[10928,7685],[11072,8406]]",1
32401,"[[12166,6621],[6230,10698]]",0
32402,"[[10726,8769],[4267,11903]]",0
32403,"[[7927,10684]]",0
32404,"[[6606,12588],[2859,11228]]",1
32405,"[[11490,6415],[6465,9597]]",0
32406,"[[7876,9705],[6006,8784]]",1
32407,"[[8642,9933]]",1
32408,"[[11253,6664],[8610,4481]]",1
32409,"[[7743,11074],[4717,9721],[13785,13592]]",1
32410,"[[6428,12310],[2886,9036]]",1
32411,"[[6766,12812],[4025,12678]]",0
32412,"[[5793,12689],[9712,9119]]",1
32413,"[[11826,6610],[7990,11107]]",1
32414,"[[12436,6598],[8306,5198]]",0
32415,"[[3635,8861]]",1
32416,"[[7848,9744],[11865,6721],[6989,4886]]",1
32417,"[[6433,11187],[10756,5210],[11168,7507]]",1
32418,"[[6290,12290],[10853,8414],[12556,6368]]",0
32419,"[[9344,5983]]",1
32420,"[[7520,11157],[8453,5223]]",0
32421,"[[8692,9940]]",0
32422,"[[12513,6560],[7284,10954],[3673,10936]]",0
32423,"[[12622,6563],[2201,8779]]",1
32424,"[[8007,10551]]",0
32425,"[[11141,8545],[6492,12310],[13799,13342]]",0
32426,"[[10997,8550],[7028,11309],[3404,13068]]",1
32427,"[[3975,9901],[2794,8392],[11753,6623]]",1
32428,"[[6735,4797],[9392,5915]]",0
32429,"[[10298,7344]]",0
32430,"[[12429,6504],[7064,8968]]",1
32431,"[[3738,9165],[4069,9507]]",1
32432,"[[11868,6829],[7799,10887],[13713,13082]]",1
32433,"[[12023,6750],[7934,10180],[5385,12399]]",0
32434,"[[6656,12491],[10714,5093],[12053,6956],[11501,3271]]",0
32435,"[[6380,12308],[9145,9011]]",1
32436,"[[6268,12578],[3607,8076],[4542,9941]]",0
32437,"[[2778,11329]]",1
32438,"[[6804,12502],[5756,10787]]",0
32439,"[[11669,6576],[4671,7786]]",1
32440,"[[6637,12665],[3948,9712],[6289,8086]]",1
32441,"[[10923,8495],[4275,13543]]",0
32442,"[[10935,8591],[5187,9143]]",0
32443,"[[2834,11530]]",0
32444,"[[2625,11509]]",0
32445,"[[7564,10164],[2393,8392],[1856,11746]]",0
32446,"[[7582,9884],[8893,6311]]",1
32447,"[[12047,6625],[3874,6601]]",0
32448,"[[5461,11478]]",0
32449,"[[7954,9602],[12576,5664],[11237,5043]]",0
32450,"[[6219,12290],[1630,12864],[2382,8408]]",1
32451,"[[10224,8417]]",0
32452,"[[10430,5518],[8460,5248]]",1
32453,"[[10047,6252]]",0
32454,"[[12112,6559],[6882,11523],[11252,8483],[6330,12635]]",0
32455,"[[6433,12310],[10073,7776]]",1
32456,"[[10450,8804]]",0
32457,"[[6659,7260],[5626,7644]]",1
32458,"[[9014,9579]]",1
32459,"[[12148,6536],[8007,10196],[3438,9033]]",1
32460,"[[10572,8794],[3406,7762],[7774,9791]]",1
32461,"[[11678,6526],[6512,7967]]",0
32462,"[[6332,12506],[3547,9593]]",1
32463,"[[12244,6784],[3207,10623]]",0
32464,"[[10422,8795]]",1
32465,"[[12410,6445],[7257,5211],[6392,12232]]",0
32466,"[[12105,6507],[7850,10826],[6142,12403],[6324,8056]]",0
32467,"[[11983,6693],[6401,9540]]",1
32468,"[[10924,8792],[6167,9593]]",1
32469,"[[6132,12657],[8116,6445]]",0
32470,"[[8014,7180]]",0
32471,"[[2862,11321]]",0
32472,"[[7236,8860]]",1
32473,"[[10651,8783],[4238,9931],[2909,7753]]",0
32474,"[[11850,6608],[7200,10978],[2547,11670]]",0
32475,"[[12171,6475],[4454,9768],[8172,8314]]",0
32476,"[[11283,6052],[7783,10211],[3706,11050]]",0
32477,"[[8079,9918],[10834,4902],[3477,13219]]",1
32478,"[[4991,9287],[2527,11618]]",1
32479,"[[12400,6572],[8582,4654]]",1
32480,"[[2868,11228]]",1
32481,"[[7056,12724]]",1
32482,"[[6845,11423],[3644,10493]]",0
32483,"[[11279,8398],[4712,9081],[7799,10929]]",0
32484,"[[6041,12497],[2237,8352],[12282,6641]]",1
32485,"[[12541,6411],[6212,12514],[12273,11477]]",0
32486,"[[11546,6479],[6257,9483]]",0
32487,"[[12216,6593],[6959,10912],[6546,12382],[12129,3484]]",1
32488,"[[7019,7185],[12919,11613]]",0
32489,"[[10028,6639]]",0
32490,"[[10701,5243],[8299,11697]]",0
32491,"[[6231,12327],[4673,11834]]",1
32492,"[[5428,12522]]",1
32493,"[[7430,9857],[4305,9372],[7307,9635]]",0
32494,"[[12152,6563],[7538,8323]]",0
32495,"[[8609,10568]]",1
32496,"[[12219,6506],[11425,4773]]",0
32497,"[[11922,6668],[8497,5887]]",1
32498,"[[5821,12753],[13628,14117],[11699,7263]]",0
32499,"[[6508,12240],[12723,11015]]",1
32500,"[[11112,5739]]",0
32501,"[[7535,9904],[10442,5570],[11129,7801]]",0
32502,"[[10029,6391]]",1
32503,"[[13138,11996]]",0
32504,"[[11660,6523],[5190,9472]]",0
32505,"[[6361,12394],[6276,8868]]",0
32506,"[[2160,12005],[3720,6493]]",0
32507,"[[11770,6664],[7109,11248],[11720,7760]]",1
32508,"[[11296,7885],[11386,1829]]",0
32509,"[[6486,12449],[12550,10772]]",0
32510,"[[11942,7178]]",1
32511,"[[11184,6392],[14304,14225]]",1
32512,"[[7350,11130],[4830,8844]]",1
32513,"[[7694,10285]]",0
32514,"[[6232,12098],[2771,10041]]",1
32515,"[[9652,9272]]",1
32516,"[[12415,6424],[5592,8673]]",1
32517,"[[11867,7273]]",1
32518,"[[7942,9610],[5464,9519]]",0
32519,"[[6616,12297],[4626,9281],[11238,6522],[11483,5639]]",0
32520,"[[7270,11652],[11004,4517]]",0
32521,"[[8242,10341]]",0
32522,"[[3892,9928],[3543,7902],[7823,9899]]",0
32523,"[[2141,11994],[3539,6584]]",0
32524,"[[11074,5657]]",1
32525,"[[7822,9643],[12481,6556],[7039,7312]]",0
32526,"[[12393,6515],[6976,11423],[12926,14027]]",0
32527,"[[12448,5829],[9138,11349]]",0
32528,"[[2825,11253]]",1
32529,"[[7629,6015]]",0
32530,"[[6550,12316],[11035,6925],[10330,2723]]",1
32531,"[[3780,7856],[12646,4886]]",1
32532,"[[6868,12837]]",0
32533,"[[11136,5676]]",0
32534,"[[10315,7371]]",1
32535,"[[11364,6231],[6632,9538]]",0
32536,"[[3841,11146]]",1
32537,"[[3334,8929]]",1
32538,"[[10600,3022]]",0
32539,"[[6592,12142],[5790,8612]]",0
32540,"[[12481,6431],[8596,2490],[7872,9750]]",0
32541,"[[12046,6628],[7314,6801],[7441,9760]]",1
32542,"[[4617,9260],[10622,4690],[7311,8969]]",1
32543,"[[12391,6399],[5529,8792]]",0
32544,"[[4430,7460]]",1
32545,"[[10720,5331],[6930,8880]]",1
32546,"[[2546,11587]]",1
32547,"[[11572,4858]]",0
32548,"[[11051,6918],[10860,4916],[6922,7349]]",1
32549,"[[6502,11442]]",1
32550,"[[10015,6608]]",1
32551,"[[11159,8568],[6862,12753],[4178,13606]]",1
32552,"[[12458,6237],[10020,8037]]",1
32553,"[[11171,8363],[10856,4747],[9150,11164]]",0
32554,"[[8104,10153],[12595,5917],[6811,13041]]",1
32555,"[[10903,8739],[10491,7807]]",1
32556,"[[11889,6619],[10194,8784]]",1
32557,"[[6317,12604],[3699,8662]]",0
32558,"[[6589,9610]]",1
32559,"[[11194,6876],[13049,2495]]",0
32560,"[[6760,12579],[11332,7078],[12514,6403]]",1
32561,"[[6779,11404],[6756,12609],[8012,6460]]",1
32562,"[[5819,12346],[5816,10106]]",0
32563,"[[6629,11351],[3287,7815],[13624,12975]]",1
32564,"[[10955,8529],[2772,11728]]",1
32565,"[[5794,12492],[2627,8308],[8590,9882]]",1
32566,"[[6198,10884]]",0
32567,"[[11450,8395],[9461,7193]]",0
32568,"[[7374,10955],[6137,12352],[3660,10477]]",0
32569,"[[10228,8185]]",0
32570,"[[2112,8450],[5244,11426]]",0
32571,"[[7020,11272],[11500,7145],[6682,12787]]",1
32572,"[[4669,9390],[12179,9471]]",0
32573,"[[11616,7781]]",0
32574,"[[6044,12338],[3974,10432]]",0
32575,"[[6563,6770]]",0
32576,"[[11957,7143]]",0
32577,"[[7527,10940],[8600,8170]]",0
32578,"[[6136,12515],[5109,9210]]",1
32579,"[[11827,6571],[7814,9696],[14340,14391]]",1
32580,"[[6577,12485],[2942,12325],[10712,13481]]",0
32581,"[[10042,6580]]",0
32582,"[[12418,5857],[3761,8074],[5961,8919]]",1
32583,"[[10925,8726],[5944,8356]]",0
32584,"[[11097,8516],[3702,7893],[2939,7375]]",1
32585,"[[11437,8171],[11582,6732],[9758,3856]]",1
32586,"[[12440,6410],[9648,9298]]",1
32587,"[[7509,10009],[3713,9180],[3763,6169]]",1
32588,"[[8078,9891],[8337,8818]]",1
32589,"[[6280,12362],[3344,10452]]",0
32590,"[[6297,12285],[7389,6801],[12192,9716]]",0
32591,"[[6161,12411],[2914,9505]]",1
32592,"[[11647,7708]]",0
32593,"[[7802,7848]]",0
32594,"[[8247,10218]]",1
32595,"[[11143,8602],[7904,7627]]",1
32596,"[[6214,12312],[4364,7185]]",0
32597,"[[11988,6612],[10649,8766],[6055,11500]]",1
32598,"[[12294,6715],[5139,9387]]",0
32599,"[[6909,12631],[8644,9892]]",0
32600,"[[6203,12667],[3515,8766]]",0
32601,"[[12486,6203],[6780,12980]]",1
32602,"[[5862,12574],[3410,8566],[7802,9926],[9596,11661]]",1
32603,"[[10888,8622],[8826,11310]]",0
32604,"[[6303,12491],[10041,7940]]",0
32605,"[[10911,8236],[5040,9270],[6232,9883]]",1
32606,"[[8259,10101]]",0
32607,"[[11207,5944]]",0
32608,"[[7326,10977],[3617,6659]]",1
32609,"[[11153,8603],[5570,9402]]",0
32610,"[[6520,12334],[11052,5167],[10996,8564],[7806,10681]]",1
32611,"[[10158,5749],[6417,11225],[8844,7364]]",0
32612,"[[12088,6694],[10302,12243]]",1
32613,"[[12272,6657],[10655,4677],[14340,14391]]",1
32614,"[[13718,13128]]",1
32615,"[[6782,12570],[10039,6068]]",1
32616,"[[8129,10076],[2450,9059],[10767,6893]]",1
32617,"[[6395,12217],[7714,9771],[12941,11568]]",0
32618,"[[10738,8789],[4466,13153]]",0
32619,"[[12451,6549],[10380,8774]]",0
32620,"[[10072,5906]]",0
32621,"[[12091,6615],[9557,9325]]",1
32622,"[[11984,6688],[6457,9332]]",1
32623,"[[11663,7802]]",1
32624,"[[12375,6475],[7141,11157],[3891,12810]]",1
32625,"[[12411,6554],[4786,9309],[2963,11239]]",1
32626,"[[12450,6520],[7390,3964],[7618,11005]]",1
32627,"[[12277,6521],[8497,2489],[10263,12079]]",1
32628,"[[8338,10124]]",0
32629,"[[3073,10842]]",1
32630,"[[7833,9512],[11200,5722]]",0
32631,"[[10653,3138]]",0
32632,"[[11214,5952]]",1
32633,"[[11842,6608],[8466,6622]]",0
32634,"[[6954,7269],[7443,10018]]",1
32635,"[[7175,7712],[11299,6307],[11557,6042]]",0
32636,"[[7909,10754]]",0
32637,"[[6321,12108],[3183,8120],[7139,9496],[4895,12227]]",1
32638,"[[7542,11248],[7415,7537]]",1
32639,"[[6452,12450],[3897,9808],[12136,8652]]",1
32640,"[[6572,11343],[5819,8657]]",1
32641,"[[12501,6452],[9073,13146]]",1
32642,"[[9633,9327]]",1
32643,"[[7241,11519],[4459,13715]]",1
32644,"[[6368,12522],[11919,6929]]",1
32645,"[[12458,6551],[7707,10921],[6306,12228],[11050,8468]]",0
32646,"[[6809,9208]]",0
32647,"[[12062,6714],[9213,5858]]",1
32648,"[[5995,9285]]",1
32649,"[[6539,12173],[3225,10445]]",0
32650,"[[2128,11927],[2352,8366],[7763,9558]]",1
32651,"[[7044,11180],[10328,9621]]",0
32652,"[[12016,6640],[7964,10987]]",0
32653,"[[4842,8326]]",1
32654,"[[8222,8723]]",0
32655,"[[10112,8416]]",1
32656,"[[6257,12256],[5024,9456],[8248,8593]]",0
32657,"[[6314,12199],[4483,9319],[11160,6928],[11333,5068]]",0
32658,"[[5623,8631]]",1
32659,"[[7916,10531]]",1
32660,"[[12543,6460],[7834,10858],[3791,6562]]",0
32661,"[[12432,6554],[7701,9591],[6287,9501]]",0
32662,"[[6639,7309],[2211,8511]]",0
32663,"[[12155,6723],[9559,12256]]",0
32664,"[[8316,10380]]",0
32665,"[[6523,12710],[2962,12585],[10303,5710]]",1
32666,"[[7757,9521],[6695,9021]]",0
32667,"[[12033,6688],[7296,11224],[7496,7746]]",1
32668,"[[11290,4418]]",0
32669,"[[10628,8801],[7743,11789]]",0
32670,"[[8954,7805]]",0
32671,"[[7253,11736],[13954,13629],[10615,5535]]",1
32672,"[[8178,10392]]",1
32673,"[[6682,6618]]",1
32674,"[[6087,12526],[3018,11485]]",0
32675,"[[6205,12532],[3476,10236]]",1
32676,"[[9982,7042]]",1
32677,"[[7079,8962]]",0
32678,"[[5582,12445]]",1
32679,"[[6932,11407],[6976,5377]]",0
32680,"[[6795,12693],[9880,6476]]",1
32681,"[[6374,12610],[1783,11665]]",0
32682,"[[11605,7700]]",1
32683,"[[11968,7133]]",1
32684,"[[8716,9910]]",1
32685,"[[12523,6590],[3242,11603]]",1
32686,"[[12004,6586],[10542,8827],[8103,6189]]",0
32687,"[[10873,8713],[6424,11331]]",0
32688,"[[2345,8636],[7690,9689]]",1
32689,"[[10945,8399],[6244,10915]]",1
32690,"[[6144,12706],[13344,12058]]",1
32691,"[[6443,12232],[11191,8436],[12772,6408]]",0
32692,"[[5874,12806],[8354,8685]]",0
32693,"[[7224,11344],[5620,9099]]",0
32694,"[[12040,6624],[6736,11399],[3515,9566]]",1
32695,"[[8043,10421]]",0
32696,"[[6495,7858]]",1
32697,"[[5694,12511],[3253,7182]]",1
32698,"[[3649,8462],[2467,12130]]",0
32699,"[[7155,12595]]",1
32700,"[[4868,8560]]",0
32701,"[[10020,9035]]",1
32702,"[[11870,6678],[9648,5869]]",1
32703,"[[6516,12643],[10224,7064]]",0
32704,"[[12151,6644],[4284,9420],[6788,8151]]",0
32705,"[[3145,11062]]",1
32706,"[[6677,11495],[3102,7375],[3485,11212]]",0
32707,"[[10301,8921]]",1
32708,"[[6272,12497],[13795,13263]]",0
32709,"[[10621,8900],[4439,9599],[14340,14391]]",0
32710,"[[11325,7913],[10275,12677]]",0
32711,"[[6550,12324],[13154,12049]]",0
32712,"[[12074,6667],[7947,9629],[3993,11568]]",0
32713,"[[12521,6340],[9162,11149]]",0
32714,"[[11106,8907],[4991,9161],[12416,10511]]",0
32715,"[[11236,5965]]",1
32716,"[[11480,6565],[6974,11478],[6661,12582],[13461,4248]]",0
32717,"[[6834,12643],[11038,4808],[11675,1926]]",1
32718,"[[7540,8398]]",0
32719,"[[9845,8867]]",0
32720,"[[6316,10114]]",0
32721,"[[6839,12722],[9377,5659]]",1
32722,"[[12560,6166],[5075,9177]]",1
32723,"[[6540,12302],[2393,8396],[9517,9378]]",1
32724,"[[8415,10045]]",0
32725,"[[6293,9488]]",0
32726,"[[7381,9806],[3801,13004]]",0
32727,"[[12533,6513],[10893,8771],[7092,9101]]",1
32728,"[[10771,5384],[7561,10268]]",0
32729,"[[10332,8828]]",0
32730,"[[6474,12621],[2110,8450],[5818,9077]]",1
32731,"[[7917,9575],[13977,13886],[11529,4526]]",1
32732,"[[7486,9889],[6555,12542],[11191,5547]]",0
32733,"[[2960,10988]]",1
32734,"[[8018,9819],[7102,5177],[10546,3022]]",1
32735,"[[6844,7455],[6692,6933]]",1
32736,"[[12455,6476],[9745,5379],[6200,10696]]",1
32737,"[[6224,12299],[14279,14266],[11078,6790]]",0
32738,"[[7169,11046],[9973,9160]]",1
32739,"[[7746,10029],[3028,7554],[5877,12666]]",1
32740,"[[10020,7082]]",1
32741,"[[7304,11873]]",1
32742,"[[11769,7013],[13531,14076]]",0
32743,"[[11819,6558],[9626,11627]]",1
32744,"[[12576,6300],[6073,9129]]",0
32745,"[[11738,6564],[7962,6212]]",0
32746,"[[9102,9551]]",1
32747,"[[7276,11388],[11260,8551],[12649,5661]]",0
32748,"[[12384,6500],[7358,11613],[6217,10296]]",0
32749,"[[1247,9299]]",1
32750,"[[6931,7217],[3926,9807]]",1
32751,"[[10716,7472]]",0
32752,"[[10069,9035]]",1
32753,"[[6584,6659]]",1
32754,"[[4448,9735],[8401,8388]]",1
32755,"[[11560,6472],[9838,6967]]",0
32756,"[[6928,11360],[10003,5683],[12520,5878]]",1
32757,"[[9557,9116]]",0
32758,"[[6013,8438]]",0
32759,"[[5708,12730]]",1
32760,"[[10098,5576],[4164,11396]]",1
32761,"[[6491,12296],[3488,10504]]",0
32762,"[[7578,10952],[7795,9571],[8943,4446]]",1
32763,"[[11451,8049],[8217,10345]]",0
32764,"[[10466,7608]]",1
32765,"[[10231,8913]]",0
32766,"[[14589,14454],[14340,14390]]",0
32767,"[[11314,6223],[11020,8481],[8219,10089]]",1
32768,"[[7816,9989],[5719,9242]]",0
32769,"[[6382,12519],[11613,6844],[7015,4130]]",0
32770,"[[12364,6623],[6857,5345],[3503,10313]]",1
32771,"[[6334,12512],[11093,5002],[10755,2688]]",1
32772,"[[7353,11191],[9382,9495]]",0
32773,"[[7736,9818],[11657,6846],[10146,2320]]",1
32774,"[[12149,6840],[6205,12292],[7649,7160]]",0
32775,"[[12390,6519],[4205,9550],[7714,11692]]",0
32776,"[[10998,8648],[4573,11597]]",0
32777,"[[7206,10924],[4855,9555],[1789,11033]]",1
32778,"[[7690,11190],[10851,5279],[11413,6421]]",1
32779,"[[7635,7383],[7999,7165]]",1
32780,"[[10061,7454]]",0
32781,"[[6065,12538],[3560,7837],[12042,2548]]",0
32782,"[[7925,9788],[5111,9429],[3042,10805]]",1
32783,"[[3294,10639]]",0
32784,"[[3414,8523],[11359,8282]]",1
32785,"[[11042,4114]]",0
32786,"[[8125,8251]]",0
32787,"[[12054,6944],[6241,10100]]",1
32788,"[[12076,6620],[7296,7279],[7735,10025]]",1
32789,"[[6338,12246],[6504,8049]]",0
32790,"[[12179,6527],[7755,8674]]",0
32791,"[[8011,10592]]",0
32792,"[[11626,3114]]",0
32793,"[[5975,12509],[2595,11527]]",0
